"X","id","instrument_id","date_of_test","data_id","age","gender","mom_ed","birth_order","productive","ageC","birth_orderC","mom_edC","genderContrast","birth_orderSplit","genderContrastC"
193,5773,4,"1989-04-28",5773,23,"M",12,2,210,0.0832587287376896,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
194,5774,4,"1989-05-03",5774,30,"M",17,2,442,7.08325872873769,0.411817367949866,2.01880035810206,0.5,"Late",0.504923903312444
195,5775,4,"1989-04-28",5775,24,"F",16,1,394,1.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
196,5776,4,"1989-04-11",5776,21,"M",16,2,102,-1.91674127126231,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
197,5777,4,"1989-05-24",5777,18,"M",14,1,183,-4.91674127126231,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
198,5778,4,"1989-06-24",5778,22,"F",18,1,185,-0.91674127126231,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
199,5779,4,"1989-06-19",5779,17,"F",16,2,124,-5.91674127126231,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
200,5780,4,"1989-06-21",5780,27,"F",13,1,508,4.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
201,5781,4,"1989-06-20",5781,21,"M",16,2,80,-1.91674127126231,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
202,5782,4,"1989-06-21",5782,18,"F",14,3,13,-4.91674127126231,1.41181736794987,-0.981199641897941,-0.5,"Late",-0.495076096687556
203,5783,4,"1989-06-19",5783,26,"M",12,1,404,3.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
204,5784,4,"1989-06-16",5784,26,"M",14,1,595,3.08325872873769,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
205,5785,4,"1989-06-18",5785,28,"M",16,1,198,5.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
206,5786,4,"1989-06-15",5786,23,"F",14,2,522,0.0832587287376896,0.411817367949866,-0.981199641897941,-0.5,"Late",-0.495076096687556
207,5787,4,"1989-06-14",5787,28,"M",12,1,564,5.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
208,5788,4,"1989-06-10",5788,19,"F",17,1,68,-3.91674127126231,-0.588182632050134,2.01880035810206,-0.5,"Early",-0.495076096687556
209,5789,4,"1989-06-08",5789,24,"F",18,1,391,1.08325872873769,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
210,5790,4,"1989-06-15",5790,22,"M",16,1,452,-0.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
211,5791,4,"1989-06-09",5791,26,"F",13,2,531,3.08325872873769,0.411817367949866,-1.98119964189794,-0.5,"Late",-0.495076096687556
212,5792,4,"1989-06-14",5792,22,"F",12,2,443,-0.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
213,5793,4,"1989-06-07",5793,19,"F",16,1,25,-3.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
214,5794,4,"1989-06-11",5794,28,"F",14,1,513,5.08325872873769,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
215,5795,4,"1989-06-13",5795,25,"F",15,1,435,2.08325872873769,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
216,5796,4,"1989-06-14",5796,21,"F",16,1,398,-1.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
217,5797,4,"1989-06-13",5797,20,"F",15,1,19,-2.91674127126231,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
218,5798,4,"1989-06-14",5798,22,"F",18,2,569,-0.91674127126231,0.411817367949866,3.01880035810206,-0.5,"Late",-0.495076096687556
219,5799,4,"1989-06-14",5799,23,"M",16,1,315,0.0832587287376896,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
220,5800,4,"1989-06-08",5800,23,"F",16,3,340,0.0832587287376896,1.41181736794987,1.01880035810206,-0.5,"Late",-0.495076096687556
221,5801,4,"1989-06-09",5801,22,"M",12,2,44,-0.91674127126231,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
222,5802,4,"1989-06-10",5802,23,"M",18,1,427,0.0832587287376896,-0.588182632050134,3.01880035810206,0.5,"Early",0.504923903312444
223,5803,4,"1989-06-12",5803,22,"F",16,1,473,-0.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
224,5804,4,"1989-06-09",5804,20,"M",17,1,218,-2.91674127126231,-0.588182632050134,2.01880035810206,0.5,"Early",0.504923903312444
225,5805,4,"1989-06-10",5805,28,"M",12,1,674,5.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
226,5806,4,"1989-06-10",5806,24,"F",16,1,350,1.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
227,5807,4,"1989-06-11",5807,21,"M",11,3,185,-1.91674127126231,1.41181736794987,-3.98119964189794,0.5,"Late",0.504923903312444
228,5808,4,"1989-06-08",5808,18,"M",16,1,8,-4.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
229,5809,4,"1989-06-10",5809,17,"F",13,1,46,-5.91674127126231,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
230,5810,4,"1989-06-09",5810,25,"F",16,3,183,2.08325872873769,1.41181736794987,1.01880035810206,-0.5,"Late",-0.495076096687556
231,5811,4,"1989-06-12",5811,17,"M",12,1,34,-5.91674127126231,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
232,5812,4,"1989-06-08",5812,24,"F",13,2,322,1.08325872873769,0.411817367949866,-1.98119964189794,-0.5,"Late",-0.495076096687556
233,5813,4,"1989-06-08",5813,24,"F",16,2,397,1.08325872873769,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
234,5814,4,"1989-06-09",5814,24,"F",13,1,235,1.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
235,5815,4,"1989-06-09",5815,20,"F",12,2,357,-2.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
236,5816,4,"1989-06-08",5816,21,"M",12,3,140,-1.91674127126231,1.41181736794987,-2.98119964189794,0.5,"Late",0.504923903312444
237,5817,4,"1989-06-10",5817,17,"M",14,1,107,-5.91674127126231,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
238,5818,4,"1989-06-10",5818,27,"F",13,1,648,4.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
239,5819,4,"1989-05-23",5819,24,"F",16,1,550,1.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
240,5820,4,"1989-06-03",5820,19,"F",18,2,61,-3.91674127126231,0.411817367949866,3.01880035810206,-0.5,"Late",-0.495076096687556
241,5821,4,"1989-06-05",5821,24,"M",16,2,278,1.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
242,5822,4,"1989-06-10",5822,22,"F",16,1,175,-0.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
243,5823,4,"1989-06-10",5823,30,"F",12,3,373,7.08325872873769,1.41181736794987,-2.98119964189794,-0.5,"Late",-0.495076096687556
244,5824,4,"1989-06-12",5824,24,"F",17,1,306,1.08325872873769,-0.588182632050134,2.01880035810206,-0.5,"Early",-0.495076096687556
245,5825,4,"1989-05-24",5825,30,"M",12,1,519,7.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
246,5826,4,"1989-05-29",5826,19,"F",16,2,63,-3.91674127126231,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
247,5827,4,"1989-05-26",5827,24,"F",16,2,275,1.08325872873769,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
248,5828,4,"1989-05-01",5828,23,"M",17,2,327,0.0832587287376896,0.411817367949866,2.01880035810206,0.5,"Late",0.504923903312444
249,5829,4,"1989-06-01",5829,26,"F",16,1,541,3.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
251,5831,4,"1989-05-31",5831,24,"M",13,3,371,1.08325872873769,1.41181736794987,-1.98119964189794,0.5,"Late",0.504923903312444
252,5832,4,"1989-05-30",5832,30,"M",14,2,424,7.08325872873769,0.411817367949866,-0.981199641897941,0.5,"Late",0.504923903312444
253,5833,4,"1989-05-29",5833,26,"M",14,1,584,3.08325872873769,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
254,5834,4,"1989-05-27",5834,30,"M",13,1,588,7.08325872873769,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
255,5835,4,"1989-06-01",5835,25,"F",14,1,495,2.08325872873769,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
256,5836,4,"1989-05-23",5836,26,"F",12,2,490,3.08325872873769,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
257,5837,4,"1989-05-10",5837,25,"F",14,1,89,2.08325872873769,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
258,5838,4,"1989-05-15",5838,24,"M",12,1,494,1.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
259,5839,4,"1989-05-03",5839,20,"F",15,1,222,-2.91674127126231,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
260,5840,4,"1989-05-06",5840,20,"F",12,4,63,-2.91674127126231,2.41181736794987,-2.98119964189794,-0.5,"Late",-0.495076096687556
261,5841,4,"1989-05-01",5841,27,"F",12,2,549,4.08325872873769,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
262,5842,4,"1989-04-30",5842,21,"M",11,2,232,-1.91674127126231,0.411817367949866,-3.98119964189794,0.5,"Late",0.504923903312444
263,5843,4,"1989-05-05",5843,22,"M",13,1,127,-0.91674127126231,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
264,5844,4,"1989-05-16",5844,24,"M",16,1,478,1.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
265,5845,4,"1989-05-21",5845,29,"F",16,1,653,6.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
266,5846,4,"1989-05-06",5846,30,"F",15,2,622,7.08325872873769,0.411817367949866,0.0188003581020588,-0.5,"Late",-0.495076096687556
267,5847,4,"1989-06-01",5847,29,"F",17,1,633,6.08325872873769,-0.588182632050134,2.01880035810206,-0.5,"Early",-0.495076096687556
268,5848,4,"1989-05-15",5848,30,"F",16,2,663,7.08325872873769,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
269,5849,4,"1989-05-16",5849,27,"F",15,2,170,4.08325872873769,0.411817367949866,0.0188003581020588,-0.5,"Late",-0.495076096687556
270,5850,4,"1989-05-16",5850,27,"F",15,1,94,4.08325872873769,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
271,5851,4,"1989-05-27",5851,16,"M",16,1,80,-6.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
272,5852,4,"1989-05-24",5852,27,"F",12,1,650,4.08325872873769,-0.588182632050134,-2.98119964189794,-0.5,"Early",-0.495076096687556
273,5853,4,"1989-05-27",5853,18,"M",12,1,16,-4.91674127126231,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
274,5854,4,"1989-05-27",5854,25,"F",14,1,398,2.08325872873769,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
275,5855,4,"1989-05-29",5855,18,"M",14,2,508,-4.91674127126231,0.411817367949866,-0.981199641897941,0.5,"Late",0.504923903312444
276,5856,4,"1989-05-26",5856,19,"M",13,1,88,-3.91674127126231,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
277,5857,4,"1989-05-25",5857,23,"M",14,1,198,0.0832587287376896,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
278,5858,4,"1989-05-30",5858,16,"M",16,1,6,-6.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
279,5859,4,"1989-05-29",5859,19,"F",16,2,66,-3.91674127126231,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
280,5860,4,"1989-05-25",5860,24,"M",16,1,46,1.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
281,5861,4,"1989-05-26",5861,23,"F",16,1,450,0.0832587287376896,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
282,5862,4,"1989-05-27",5862,30,"M",12,2,661,7.08325872873769,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
283,5863,4,"1989-06-08",5863,24,"F",12,1,400,1.08325872873769,-0.588182632050134,-2.98119964189794,-0.5,"Early",-0.495076096687556
284,5864,4,"1989-05-25",5864,21,"M",16,1,104,-1.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
285,5865,4,"1989-05-26",5865,19,"M",11,3,142,-3.91674127126231,1.41181736794987,-3.98119964189794,0.5,"Late",0.504923903312444
286,5866,4,"1989-05-26",5866,25,"F",16,1,344,2.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
287,5867,4,"1989-06-05",5867,21,"F",12,2,159,-1.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
288,5868,4,"1989-05-30",5868,17,"F",13,1,149,-5.91674127126231,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
289,5869,4,"1989-05-04",5869,18,"M",16,1,163,-4.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
290,5870,4,"1989-05-22",5870,19,"F",16,1,76,-3.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
291,5871,4,"1989-05-05",5871,29,"F",15,2,672,6.08325872873769,0.411817367949866,0.0188003581020588,-0.5,"Late",-0.495076096687556
292,5872,4,"1989-06-03",5872,18,"F",14,1,52,-4.91674127126231,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
293,5873,4,"1989-05-16",5873,22,"M",10,1,95,-0.91674127126231,-0.588182632050134,-4.98119964189794,0.5,"Early",0.504923903312444
294,5874,4,"1989-05-25",5874,16,"M",12,1,121,-6.91674127126231,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
295,5875,4,"1989-06-09",5875,24,"M",18,2,352,1.08325872873769,0.411817367949866,3.01880035810206,0.5,"Late",0.504923903312444
296,5876,4,"1989-06-08",5876,17,"F",12,2,21,-5.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
297,5877,4,"1989-06-09",5877,19,"M",13,1,84,-3.91674127126231,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
298,5878,4,"1989-05-27",5878,21,"M",15,2,423,-1.91674127126231,0.411817367949866,0.0188003581020588,0.5,"Late",0.504923903312444
299,5879,4,"1989-06-02",5879,22,"F",12,1,296,-0.91674127126231,-0.588182632050134,-2.98119964189794,-0.5,"Early",-0.495076096687556
300,5880,4,"1989-06-01",5880,27,"M",14,1,479,4.08325872873769,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
301,5881,4,"1989-05-31",5881,28,"M",16,2,20,5.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
302,5882,4,"1989-05-18",5882,23,"F",16,1,480,0.0832587287376896,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
303,5883,4,"1989-05-29",5883,19,"M",18,1,154,-3.91674127126231,-0.588182632050134,3.01880035810206,0.5,"Early",0.504923903312444
304,5884,4,"1989-05-05",5884,30,"M",16,1,456,7.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
305,5885,4,"1989-05-25",5885,24,"M",12,1,528,1.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
306,5886,4,"1989-04-28",5886,24,"F",18,2,26,1.08325872873769,0.411817367949866,3.01880035810206,-0.5,"Late",-0.495076096687556
307,5887,4,"1989-06-15",5887,24,"F",18,2,304,1.08325872873769,0.411817367949866,3.01880035810206,-0.5,"Late",-0.495076096687556
308,5888,4,"1989-06-27",5888,27,"M",12,2,168,4.08325872873769,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
309,5889,4,"1989-06-26",5889,26,"M",16,1,270,3.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
310,5890,4,"1989-06-26",5890,26,"M",16,2,304,3.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
311,5891,4,"1989-06-24",5891,29,"M",18,4,434,6.08325872873769,2.41181736794987,3.01880035810206,0.5,"Late",0.504923903312444
312,5892,4,"1989-06-24",5892,17,"F",18,1,93,-5.91674127126231,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
313,5893,4,"1989-06-21",5893,21,"F",11,1,537,-1.91674127126231,-0.588182632050134,-3.98119964189794,-0.5,"Early",-0.495076096687556
314,5894,4,"1989-06-08",5894,28,"F",15,2,590,5.08325872873769,0.411817367949866,0.0188003581020588,-0.5,"Late",-0.495076096687556
315,5895,4,"1989-06-10",5895,26,"M",10,1,566,3.08325872873769,-0.588182632050134,-4.98119964189794,0.5,"Early",0.504923903312444
316,5896,4,"1989-06-10",5896,21,"M",12,2,112,-1.91674127126231,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
317,5897,4,"1989-06-14",5897,26,"F",12,2,514,3.08325872873769,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
318,5898,4,"1989-05-02",5898,30,"M",16,2,503,7.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
319,5899,4,"1989-05-31",5899,26,"F",16,2,370,3.08325872873769,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
320,5900,4,"1989-05-24",5900,22,"F",15,2,514,-0.91674127126231,0.411817367949866,0.0188003581020588,-0.5,"Late",-0.495076096687556
321,5901,4,"1989-07-09",5901,29,"F",13,1,442,6.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
322,5902,4,"1989-04-30",5902,27,"F",15,1,576,4.08325872873769,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
323,5903,4,"1989-08-16",5903,25,"M",16,1,416,2.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
324,5904,4,"1989-11-30",5904,30,"M",16,2,408,7.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
325,5905,4,"1989-12-18",5905,17,"M",16,1,48,-5.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
326,5906,4,"1989-11-27",5906,30,"M",16,1,573,7.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
327,5907,4,"1989-11-27",5907,29,"F",15,3,438,6.08325872873769,1.41181736794987,0.0188003581020588,-0.5,"Late",-0.495076096687556
328,5908,4,"1990-04-24",5908,17,"M",13,1,68,-5.91674127126231,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
329,5909,4,"1990-04-25",5909,28,"F",12,1,579,5.08325872873769,-0.588182632050134,-2.98119964189794,-0.5,"Early",-0.495076096687556
330,5910,4,"1990-04-24",5910,17,"F",12,3,75,-5.91674127126231,1.41181736794987,-2.98119964189794,-0.5,"Late",-0.495076096687556
331,5911,4,"1990-04-24",5911,24,"F",11,1,327,1.08325872873769,-0.588182632050134,-3.98119964189794,-0.5,"Early",-0.495076096687556
332,5912,4,"1990-04-24",5912,23,"F",16,1,456,0.0832587287376896,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
333,5913,4,"1990-04-24",5913,25,"M",16,2,99,2.08325872873769,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
334,5914,4,"1990-03-27",5914,17,"F",17,1,245,-5.91674127126231,-0.588182632050134,2.01880035810206,-0.5,"Early",-0.495076096687556
335,5915,4,"1989-09-09",5915,28,"M",16,1,611,5.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
336,5916,4,"1990-03-23",5916,16,"F",15,1,101,-6.91674127126231,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
337,5917,4,"1990-03-19",5917,16,"M",14,2,13,-6.91674127126231,0.411817367949866,-0.981199641897941,0.5,"Late",0.504923903312444
338,5918,4,"1990-06-25",5918,17,"M",13,2,103,-5.91674127126231,0.411817367949866,-1.98119964189794,0.5,"Late",0.504923903312444
340,5920,4,"1990-08-14",5920,27,"M",14,1,460,4.08325872873769,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
341,5921,4,"1990-05-22",5921,28,"M",14,2,463,5.08325872873769,0.411817367949866,-0.981199641897941,0.5,"Late",0.504923903312444
342,5922,4,"1990-07-01",5922,29,"M",14,1,363,6.08325872873769,-0.588182632050134,-0.981199641897941,0.5,"Early",0.504923903312444
343,5923,4,"1990-06-25",5923,21,"F",14,2,189,-1.91674127126231,0.411817367949866,-0.981199641897941,-0.5,"Late",-0.495076096687556
344,5924,4,"1989-10-24",5924,29,"F",18,1,630,6.08325872873769,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
345,5925,4,"1990-01-15",5925,25,"F",12,4,217,2.08325872873769,2.41181736794987,-2.98119964189794,-0.5,"Late",-0.495076096687556
348,5928,4,"1991-03-03",5928,29,"F",17,1,517,6.08325872873769,-0.588182632050134,2.01880035810206,-0.5,"Early",-0.495076096687556
349,5929,4,"1991-03-05",5929,30,"F",13,2,366,7.08325872873769,0.411817367949866,-1.98119964189794,-0.5,"Late",-0.495076096687556
350,5930,4,"1991-02-28",5930,30,"F",16,1,331,7.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
351,5931,4,"1991-03-01",5931,30,"F",16,1,394,7.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
352,5932,4,"1991-03-04",5932,30,"F",13,2,216,7.08325872873769,0.411817367949866,-1.98119964189794,-0.5,"Late",-0.495076096687556
353,5933,4,"1991-03-04",5933,30,"F",16,2,208,7.08325872873769,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
354,5934,4,"1991-03-06",5934,30,"F",18,3,570,7.08325872873769,1.41181736794987,3.01880035810206,-0.5,"Late",-0.495076096687556
355,5935,4,"1991-03-02",5935,30,"F",13,1,569,7.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
356,5936,4,"1991-05-01",5936,30,"F",18,1,652,7.08325872873769,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
357,5937,4,"1991-05-01",5937,30,"F",18,1,512,7.08325872873769,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
358,5938,4,"1991-04-05",5938,30,"F",15,1,626,7.08325872873769,-0.588182632050134,0.0188003581020588,-0.5,"Early",-0.495076096687556
359,5939,4,"1991-05-01",5939,30,"F",14,1,602,7.08325872873769,-0.588182632050134,-0.981199641897941,-0.5,"Early",-0.495076096687556
360,5940,4,"1989-07-14",5940,26,"M",13,2,213,3.08325872873769,0.411817367949866,-1.98119964189794,0.5,"Late",0.504923903312444
361,5941,4,"1989-07-06",5941,25,"F",13,1,324,2.08325872873769,-0.588182632050134,-1.98119964189794,-0.5,"Early",-0.495076096687556
362,5942,4,"1989-07-14",5942,25,"F",18,4,283,2.08325872873769,2.41181736794987,3.01880035810206,-0.5,"Late",-0.495076096687556
363,5943,4,"1989-07-14",5943,25,"F",11,2,366,2.08325872873769,0.411817367949866,-3.98119964189794,-0.5,"Late",-0.495076096687556
364,5944,4,"1989-09-03",5944,28,"M",18,1,324,5.08325872873769,-0.588182632050134,3.01880035810206,0.5,"Early",0.504923903312444
365,5945,4,"1989-07-20",5945,25,"M",16,1,506,2.08325872873769,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
366,5946,4,"1989-07-29",5946,26,"F",14,2,586,3.08325872873769,0.411817367949866,-0.981199641897941,-0.5,"Late",-0.495076096687556
367,5947,4,"1989-07-09",5947,26,"F",18,1,579,3.08325872873769,-0.588182632050134,3.01880035810206,-0.5,"Early",-0.495076096687556
368,5948,4,"1989-07-18",5948,26,"M",12,1,83,3.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
369,5949,4,"1989-07-08",5949,25,"M",12,1,471,2.08325872873769,-0.588182632050134,-2.98119964189794,0.5,"Early",0.504923903312444
370,5950,4,"1989-07-09",5950,26,"F",12,1,471,3.08325872873769,-0.588182632050134,-2.98119964189794,-0.5,"Early",-0.495076096687556
371,5951,4,"1989-07-12",5951,25,"F",18,2,411,2.08325872873769,0.411817367949866,3.01880035810206,-0.5,"Late",-0.495076096687556
372,5952,4,"1989-07-12",5952,25,"F",13,2,476,2.08325872873769,0.411817367949866,-1.98119964189794,-0.5,"Late",-0.495076096687556
373,5953,4,"1989-07-12",5953,25,"F",16,1,639,2.08325872873769,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
374,5954,4,"1989-07-09",5954,18,"M",16,2,101,-4.91674127126231,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
375,5955,4,"1989-07-17",5955,18,"M",16,2,82,-4.91674127126231,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
376,5956,4,"1989-07-08",5956,18,"F",16,2,467,-4.91674127126231,0.411817367949866,1.01880035810206,-0.5,"Late",-0.495076096687556
377,5957,4,"1989-06-17",5957,18,"M",15,1,36,-4.91674127126231,-0.588182632050134,0.0188003581020588,0.5,"Early",0.504923903312444
378,5958,4,"1989-07-07",5958,18,"M",13,1,18,-4.91674127126231,-0.588182632050134,-1.98119964189794,0.5,"Early",0.504923903312444
379,5959,4,"1989-07-07",5959,18,"F",16,1,158,-4.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
380,5960,4,"1989-07-18",5960,18,"M",16,2,42,-4.91674127126231,0.411817367949866,1.01880035810206,0.5,"Late",0.504923903312444
381,5961,4,"1989-07-21",5961,18,"M",14,2,72,-4.91674127126231,0.411817367949866,-0.981199641897941,0.5,"Late",0.504923903312444
382,5962,4,"1989-07-15",5962,18,"F",12,2,204,-4.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
383,5963,4,"1989-07-14",5963,18,"M",16,1,114,-4.91674127126231,-0.588182632050134,1.01880035810206,0.5,"Early",0.504923903312444
384,5964,4,"1989-07-16",5964,22,"M",12,2,205,-0.91674127126231,0.411817367949866,-2.98119964189794,0.5,"Late",0.504923903312444
385,5965,4,"1989-07-28",5965,19,"F",16,1,323,-3.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
386,5966,4,"1989-07-15",5966,19,"M",13,2,392,-3.91674127126231,0.411817367949866,-1.98119964189794,0.5,"Late",0.504923903312444
387,5967,4,"1989-07-26",5967,20,"F",12,2,377,-2.91674127126231,0.411817367949866,-2.98119964189794,-0.5,"Late",-0.495076096687556
388,5968,4,"1989-07-10",5968,19,"M",13,2,3,-3.91674127126231,0.411817367949866,-1.98119964189794,0.5,"Late",0.504923903312444
389,5969,4,"1989-07-07",5969,19,"F",16,1,91,-3.91674127126231,-0.588182632050134,1.01880035810206,-0.5,"Early",-0.495076096687556
390,5970,4,"1989-07-28",5970,20,"M",12,3,111,-2.91674127126231,1.41181736794987,-2.98119964189794,0.5,"Late",0.504923903312444
